Customer ID,frequency,monetary,last_purchase,distinct_products,recency_days,will_return_90d
13811,3,814.5,2011-06-09 09:54:00,7,93,0
13812,1,278.74,2011-08-26 12:54:00,20,14,1
13813,1,385.14,2011-07-28 10:33:00,17,44,1
13814,2,1579.12,2011-09-08 13:48:00,37,1,0
13815,3,3872.15,2011-06-20 13:08:00,130,81,1
13817,1,128.7,2010-12-23 11:46:00,9,261,1
13818,1,61.28,2010-10-06 12:35:00,5,339,0
13819,3,1140.35,2011-02-11 10:38:00,26,211,0
13820,1,266.23,2010-10-17 13:46:00,45,327,0
13821,3,718.53,2011-07-18 09:49:00,87,54,0
13823,2,1166.29,2011-09-09 10:42:00,42,1,1
13824,6,1925.64,2011-07-27 09:22:00,36,45,1
13826,1,189.5,2011-06-16 13:48:00,10,85,0
13827,2,300.76,2011-07-29 11:45:00,59,43,1
13829,1,102.0,2010-10-14 18:19:00,1,330,0
13831,5,2475.17,2011-07-24 12:26:00,63,48,1
13832,1,557.69,2010-10-13 14:41:00,51,331,1
13833,2,700.41,2011-07-03 13:27:00,43,68,0
13835,2,537.34,2011-07-07 15:16:00,28,64,1
13836,2,620.37,2010-11-05 13:31:00,29,308,0
13837,2,266.59000000000003,2011-05-12 12:10:00,17,121,0
13838,8,1242.35,2011-08-14 10:52:00,246,27,1
13840,1,651.4,2010-10-19 13:34:00,40,325,0
13841,1,85.0,2011-04-01 12:10:00,1,162,0
13842,9,3024.17,2011-07-07 12:41:00,128,65,1
13843,1,319.75,2010-11-23 17:48:00,18,290,0
13846,3,1106.66,2011-04-11 15:03:00,69,151,1
13848,4,1575.0,2011-09-08 12:58:00,3,1,0
13849,3,2015.28,2011-06-22 10:11:00,116,80,1
13850,1,1595.48,2011-08-02 14:04:00,93,38,0
13851,7,4407.16,2011-09-05 12:36:00,108,5,0
13854,26,8377.93,2011-09-08 14:35:00,40,1,1
13856,3,388.5,2011-06-24 10:03:00,10,78,0
13857,4,600.08,2010-11-11 12:54:00,62,302,0
13859,1,201.16,2011-01-17 16:14:00,27,235,0
13861,1,144.83,2010-10-06 14:20:00,11,338,0
13862,7,2128.03,2011-08-23 14:53:00,97,17,1
13863,1,305.78,2011-04-06 10:20:00,20,157,0
13864,1,662.4000000000001,2010-11-18 12:50:00,1,296,0
13865,3,383.34000000000003,2011-07-26 11:24:00,23,46,1
13867,1,138.85,2011-05-05 17:28:00,8,127,1
13869,6,4499.75,2011-08-08 13:53:00,326,32,0
13870,9,3282.4300000000003,2011-08-30 11:32:00,97,11,1
13871,10,4931.24,2011-09-08 12:51:00,123,1,1
13873,6,776.22,2011-08-12 10:08:00,44,29,0
13874,1,540.45,2010-12-16 18:20:00,18,267,0
13875,5,1726.1,2011-07-29 09:11:00,79,43,1
13880,10,2411.14,2011-07-17 14:07:00,90,54,1
13881,24,21576.66,2011-09-05 11:43:00,110,5,1
13883,8,3966.88,2011-05-05 12:39:00,155,128,1
13884,7,985.23,2011-03-07 12:53:00,70,186,1
13885,2,506.8,2011-06-03 15:07:00,28,98,0
13887,1,349.55,2011-05-19 17:22:00,19,113,0
13888,3,1089.77,2011-08-12 10:13:00,81,29,0
13889,3,861.6500000000001,2011-09-08 09:13:00,22,2,0
13890,3,814.39,2011-08-24 13:12:00,34,16,1
13891,2,460.81,2010-11-26 15:57:00,74,287,0
13892,1,54.519999999999996,2011-04-07 12:04:00,3,156,1
13893,1,821.1,2011-02-15 11:30:00,21,207,0
13894,1,160.85,2011-02-02 12:54:00,10,219,1
13895,2,937.3000000000001,2011-07-19 14:03:00,39,52,1
13897,1,366.89,2010-09-27 13:36:00,19,347,1
13898,2,686.4,2011-01-18 10:28:00,43,235,0
13899,1,298.5,2011-03-10 09:30:00,15,184,1
13900,4,1027.67,2011-06-09 19:26:00,53,92,0
13901,5,2945.14,2011-08-24 12:36:00,146,17,1
13903,1,165.45000000000002,2010-11-04 17:44:00,10,309,0
13904,1,201.12,2011-02-18 11:18:00,17,204,1
13906,1,42.0,2010-10-26 15:00:00,1,318,0
13908,3,1461.61,2011-08-05 11:46:00,65,36,1
13909,1,170.39,2010-10-12 17:22:00,26,332,0
13911,9,2703.22,2011-07-18 13:30:00,131,53,1
13912,1,124.95,2010-10-12 08:43:00,7,333,0
13915,1,70.80000000000001,2010-11-10 15:17:00,2,303,0
13917,1,65.38,2011-06-01 12:46:00,5,101,1
13918,1,198.20000000000002,2011-03-31 18:05:00,8,162,1
13919,2,571.75,2011-08-10 10:15:00,32,31,1
13920,2,707.02,2010-10-04 12:37:00,26,341,0
13921,2,381.6,2010-11-02 16:32:00,22,311,0
13922,2,442.0,2010-12-23 10:38:00,17,261,0
13925,4,678.25,2011-09-08 12:47:00,28,2,0
13927,1,359.27,2010-09-28 16:12:00,20,346,1
13928,2,225.45000000000002,2011-08-25 12:13:00,13,16,1
13929,4,1563.55,2011-06-23 15:26:00,14,78,0
13930,1,210.0,2011-07-26 11:00:00,10,46,1
13931,6,2184.16,2011-09-05 10:12:00,86,5,0
13932,1,307.4,2011-02-18 12:02:00,16,204,0
13933,2,608.79,2011-08-22 14:03:00,23,18,0
13934,1,922.1,2011-03-21 08:39:00,31,173,0
13936,3,939.6600000000001,2011-06-13 08:47:00,56,89,0
13937,2,880.13,2011-06-23 16:35:00,54,78,0
13939,3,930.97,2011-08-23 11:53:00,64,18,1
13940,2,391.06,2011-08-15 12:47:00,25,26,1
13941,6,4041.94,2011-06-21 09:44:00,22,81,1
13945,1,338.5,2010-11-10 10:00:00,14,304,0
13946,3,1039.68,2011-05-22 12:03:00,21,111,1
13948,2,286.45,2010-12-14 10:18:00,11,270,0
13949,1,537.9,2011-09-06 11:55:00,38,4,1
13950,1,179.31,2011-04-07 11:29:00,7,156,1
13951,3,674.45,2011-06-16 16:43:00,38,85,0
13952,6,5481.391,2011-05-06 09:00:00,160,127,0
13953,6,3104.36,2011-08-16 10:03:00,8,25,1
13955,3,544.0699999999999,2011-07-08 17:19:00,82,63,0
13956,3,676.07,2011-07-24 16:12:00,95,47,1
13957,1,199.35000000000002,2010-10-18 10:02:00,11,327,0
13958,1,765.72,2010-11-25 10:11:00,42,289,0
13959,4,764.92,2011-03-03 18:16:00,68,190,1
13961,1,538.4,2010-11-12 14:40:00,19,301,0
13962,2,310.85,2011-04-08 11:21:00,19,155,1
13963,9,1753.41,2011-02-04 14:43:00,85,217,0
13964,2,438.9,2010-11-17 13:53:00,22,296,0
13966,1,384.26,2010-09-30 13:08:00,21,344,0
13967,2,166.3,2011-07-17 12:02:00,4,55,0
13968,1,123.66,2010-10-12 13:22:00,8,332,0
13969,18,5581.16,2011-08-24 15:47:00,308,16,1
13970,2,846.55,2010-11-18 13:21:00,10,295,0
13971,7,2372.43,2011-08-25 14:23:00,112,15,1
13972,1,145.9,2011-05-22 11:34:00,9,111,1
13973,1,264.7,2011-02-25 15:21:00,11,196,0
13975,7,2859.08,2011-08-03 13:39:00,237,37,1
13976,1,357.98,2011-05-17 09:13:00,10,116,0
13977,1,519.8100000000001,2010-10-24 14:08:00,13,320,0
13979,2,1217.25,2010-11-11 14:10:00,148,302,1
13980,1,271.36,2010-09-26 12:58:00,16,348,1
13981,1,331.14,2010-10-20 10:03:00,22,325,0
13982,3,1230.14,2011-06-29 15:11:00,45,72,1
13983,9,2125.33,2011-06-05 16:05:00,72,96,1
13984,6,1151.69,2011-08-05 14:30:00,20,35,1
13985,12,5140.54,2011-08-24 13:11:00,87,16,1
13987,2,682.54,2010-11-25 10:20:00,46,289,0
13988,4,2223.14,2011-06-30 11:54:00,130,72,1
13989,1,896.67,2011-04-14 15:39:00,23,148,1
13990,1,311.3,2011-05-10 15:19:00,16,122,0
13991,1,126.35,2011-07-19 12:58:00,7,52,1
13992,1,66.8,2010-11-24 15:42:00,3,289,1
13993,10,3465.96,2011-08-31 12:31:00,82,10,1
13994,2,419.56,2011-08-26 11:35:00,18,15,1
13995,5,1741.03,2011-08-16 09:00:00,85,25,1
13996,2,895.76,2010-11-18 16:27:00,29,295,0
13998,1,287.8,2010-09-19 10:20:00,16,356,0
13999,13,4129.22,2011-09-05 11:19:00,111,5,1
14000,2,858.32,2011-05-12 16:50:00,19,120,0
14001,6,2609.04,2011-04-21 09:26:00,30,142,1
14002,2,529.73,2011-07-28 15:55:00,47,43,0
14004,9,4879.07,2011-09-02 13:50:00,97,7,1
14005,3,696.56,2011-07-29 10:00:00,29,43,1
14006,3,962.19,2011-08-16 09:39:00,22,25,0
14008,1,509.04,2010-10-03 13:09:00,32,341,0
14009,2,695.61,2011-05-25 15:47:00,42,107,0
14012,1,328.8,2011-03-07 12:26:00,11,187,0
14013,4,910.37,2011-08-21 15:01:00,51,19,0
14014,1,1166.37,2010-11-28 14:56:00,25,285,1
14016,5,5383.19,2011-07-01 11:29:00,189,71,0
14019,2,800.53,2011-09-02 12:51:00,28,7,1
14021,5,1236.76,2011-07-07 15:46:00,55,64,0
14022,1,440.0,2011-04-28 14:39:00,28,134,0
14023,1,273.14,2011-04-03 15:50:00,16,159,1
14024,3,645.74,2011-08-10 11:30:00,33,31,0
14029,1,165.20000000000002,2011-07-18 16:57:00,6,53,1
14030,11,3646.28,2011-08-10 16:19:00,349,30,1
14031,19,15506.54,2011-08-05 14:49:00,121,35,1
14032,7,2191.44,2011-06-24 11:08:00,48,78,1
14034,2,473.90999999999997,2011-07-05 13:15:00,23,66,1
14035,5,1819.39,2011-08-24 13:15:00,24,16,1
14036,1,626.65,2011-02-28 09:26:00,38,194,0
14037,2,147.20000000000002,2011-06-16 13:57:00,27,85,0
14038,3,1891.3700000000001,2011-07-18 15:15:00,77,53,1
14040,15,5137.52,2011-09-06 14:29:00,191,3,1
14041,1,141.41,2011-03-18 13:25:00,21,175,0
14044,5,1750.88,2011-08-28 14:39:00,310,12,1
14045,6,3536.55,2011-08-22 15:27:00,4,18,0
14046,1,154.99,2011-02-28 14:48:00,14,193,0
14047,7,1589.91,2011-05-24 11:35:00,43,109,1
14048,3,748.69,2011-02-07 14:53:00,126,214,0
14049,8,6142.16,2011-07-04 11:47:00,320,68,1
14050,1,485.98,2011-08-25 13:46:00,37,15,1
14051,22,11734.470000000001,2011-09-09 10:16:00,53,1,1
14052,1,241.3,2010-11-14 11:37:00,65,300,1
14053,3,401.5,2011-08-07 14:27:00,3,33,0
14055,1,725.6400000000001,2011-08-25 15:04:00,10,15,0
14056,17,5333.97,2011-08-24 16:02:00,274,16,1
14057,14,5124.28,2011-08-31 09:55:00,157,10,1
14059,1,183.6,2011-03-18 10:06:00,8,176,0
14060,20,5953.9,2011-08-23 16:49:00,73,17,1
14062,15,14295.06,2011-09-09 10:31:00,99,1,1
14063,2,13238.699999999999,2010-09-27 16:18:00,1,347,0
14064,6,1332.38,2011-08-18 18:11:00,58,22,1
14065,3,891.02,2010-11-15 16:13:00,42,298,0
14066,1,152.55,2011-03-18 12:21:00,7,176,0
14067,1,224.67,2011-09-04 12:00:00,25,6,1
14068,1,265.85,2011-01-23 16:02:00,22,229,0
14071,2,356.81,2011-03-24 13:28:00,22,169,1
14075,2,731.14,2011-03-23 16:35:00,34,170,1
14076,1,118.67,2011-08-02 15:19:00,43,38,0
14077,4,426.06,2011-06-10 14:31:00,41,91,1
14078,6,1049.37,2011-08-30 12:16:00,46,11,0
14079,1,375.1,2011-08-07 12:10:00,12,34,0
14080,1,375.43,2010-10-22 14:04:00,30,322,1
14081,3,1828.1100000000001,2011-02-10 16:17:00,214,211,0
14082,2,413.36,2010-12-10 11:02:00,48,274,0
14083,7,533.39,2011-08-05 14:31:00,92,35,1
14085,16,4832.02,2011-07-21 13:48:00,271,50,1
14087,1,402.56,2010-10-31 11:22:00,73,314,1
14088,10,39052.88,2011-08-03 11:21:00,297,38,1
14090,1,76.32000000000001,2011-01-19 10:51:00,1,234,0
14092,12,3616.26,2011-09-01 10:36:00,117,9,1
14094,1,311.77,2010-09-26 11:58:00,41,349,0
14096,3,244.68,2011-09-09 15:17:00,56,0,1
14099,12,3286.08,2011-08-11 15:34:00,200,29,1
14100,1,191.95,2011-07-25 11:01:00,24,47,0
14101,7,6182.51,2011-07-20 12:08:00,17,52,1
14104,3,372.83,2011-07-08 12:50:00,43,64,0
14105,3,3898.48,2011-04-14 17:58:00,157,148,0
14107,7,2936.36,2011-09-04 15:20:00,67,5,1
14108,1,291.33,2011-08-30 11:32:00,16,11,1
14110,7,4410.79,2011-08-12 14:47:00,74,28,1
14111,3,295.5,2011-09-05 12:21:00,5,5,1
14112,5,2096.42,2011-08-01 12:16:00,92,40,1
14113,6,3194.8,2010-12-20 12:14:00,24,264,1
14114,5,794.74,2011-03-11 09:42:00,39,183,0
14116,2,628.87,2011-09-08 09:51:00,29,2,1
14117,1,90.0,2011-07-19 09:49:00,3,53,0
14118,1,458.45,2010-10-07 11:59:00,15,338,0
14119,1,116.89,2010-11-29 10:33:00,8,285,0
14122,1,230.83,2010-10-29 15:11:00,10,315,0
14126,1,466.33000000000004,2010-09-21 14:51:00,28,353,1
14127,6,1900.0800000000002,2011-08-09 10:49:00,96,32,0
14128,1,305.54,2011-03-29 10:49:00,22,165,1
14129,5,1493.0900000000001,2011-09-05 09:49:00,33,5,1
14130,3,1518.9,2011-01-24 16:05:00,134,228,0
14132,5,1552.46,2011-08-18 11:59:00,48,23,1
14133,3,605.64,2011-08-02 11:34:00,25,39,0
14134,5,4964.79,2010-11-22 12:26:00,66,292,0
14135,13,4271.22,2011-08-26 14:44:00,90,14,1
14136,1,359.84000000000003,2010-11-04 11:53:00,25,310,0
14141,1,285.16,2011-08-26 14:40:00,16,14,1
14142,1,311.81,2010-12-01 16:33:00,22,282,0
14143,1,115.8,2011-07-29 09:48:00,7,43,0
14145,3,2851.2,2011-07-06 11:52:00,6,66,1
14146,5,5729.42,2011-03-30 11:04:00,195,164,1
14147,5,917.0,2011-02-27 11:42:00,16,195,1
14148,2,466.29,2011-04-20 12:02:00,15,143,0
14149,1,446.62,2011-05-03 09:44:00,28,130,0
14150,1,306.18,2010-12-15 10:04:00,12,269,1
14152,4,1058.15,2011-04-19 15:46:00,66,143,1
14154,5,4449.84,2011-04-14 16:26:00,163,148,0
14155,1,118.75,2011-03-18 14:13:00,6,175,0
14156,74,140056.18,2011-09-07 16:00:00,940,2,1
14157,3,670.13,2011-02-27 13:04:00,61,194,1
14159,9,3564.95,2011-09-05 12:00:00,495,5,1
14161,4,1237.67,2011-05-08 11:41:00,95,125,0
14162,2,289.36,2011-06-19 11:36:00,25,83,0
14163,3,1659.39,2011-07-10 14:49:00,31,61,1
14165,1,120.44,2011-03-09 12:39:00,23,185,0
14167,3,389.85,2011-06-27 16:46:00,23,74,1
14168,1,67.5,2010-10-15 10:49:00,4,330,0
14169,2,621.51,2010-10-05 08:45:00,50,340,0
14170,3,570.18,2010-11-29 13:10:00,123,284,0
14171,1,363.79,2011-09-02 16:43:00,57,7,0
14173,1,114.04,2011-05-04 14:03:00,11,128,1
14175,3,2767.25,2011-06-21 14:29:00,92,80,1
14176,5,756.46,2011-02-15 13:12:00,33,206,0
14177,6,1232.39,2011-09-05 12:24:00,98,5,1
14178,3,477.29,2011-09-02 14:42:00,87,7,1
14180,26,5364.75,2011-09-09 13:47:00,118,0,1
14181,1,94.45,2010-10-25 08:27:00,5,320,0
14182,1,255.65,2010-09-22 11:45:00,24,353,0
14183,1,138.76,2010-10-24 14:45:00,19,320,0
14185,1,197.65,2011-01-12 13:52:00,3,240,0
14186,1,365.14,2010-10-08 13:30:00,25,336,0
14188,4,1383.46,2011-08-22 13:42:00,25,18,1
14189,12,4116.99,2011-09-04 13:45:00,150,5,1
14191,8,2375.26,2011-08-23 14:25:00,72,17,1
14192,1,293.74,2010-11-16 17:44:00,14,297,0
14193,2,779.34,2011-03-15 11:38:00,39,179,1
14194,15,7063.38,2011-08-25 14:42:00,240,15,1
14195,3,1400.2,2011-05-22 10:29:00,7,111,0
14196,1,335.52,2011-08-25 10:25:00,6,16,0
14197,1,390.05,2010-10-25 10:01:00,20,320,0
14198,3,597.55,2011-07-17 15:47:00,27,54,1
14199,2,769.05,2011-05-05 13:44:00,10,127,0
14201,6,683.39,2011-07-13 15:18:00,27,58,1
14202,1,514.55,2010-11-23 17:13:00,16,290,0
14203,1,339.34,2010-11-07 13:35:00,16,306,0
14204,1,163.11,2010-10-13 13:32:00,41,331,1
14205,3,831.0,2011-03-20 15:07:00,40,173,1
14206,3,1185.01,2011-04-14 16:38:00,62,148,0
14208,1,151.74,2011-09-06 12:48:00,10,4,0
14209,9,3147.82,2011-08-10 16:01:00,89,30,1
14210,7,2280.2400000000002,2011-08-26 12:36:00,78,15,0
14211,8,1660.1100000000001,2011-09-04 10:51:00,72,6,1
14212,1,1119.66,2010-09-20 11:48:00,12,355,1
14213,1,1192.2,2010-10-31 10:37:00,5,314,0
14214,3,899.16,2011-07-06 15:02:00,56,65,1
14215,4,1098.27,2011-06-06 10:04:00,58,96,1
14216,1,310.74,2010-10-21 15:07:00,18,323,1
14217,14,1816.03,2011-09-01 12:16:00,85,9,1
14219,1,148.25,2010-10-26 10:34:00,11,319,1
14220,2,632.4000000000001,2011-04-06 13:23:00,21,156,0
14221,8,2940.1,2011-08-18 17:43:00,105,22,1
14222,1,683.17,2011-06-15 16:42:00,41,86,0
14223,3,991.13,2011-09-08 13:38:00,50,1,0
14224,6,1174.61,2011-08-21 13:24:00,129,19,0
14225,1,409.82,2010-10-01 10:32:00,16,344,0
14226,3,2462.34,2011-05-13 14:16:00,66,119,1
14227,9,3402.84,2011-05-27 14:50:00,145,105,1
14228,1,322.01,2010-09-28 09:45:00,13,347,0
14229,5,1419.33,2011-02-21 09:45:00,32,201,1
14230,2,504.3,2010-09-30 09:07:00,16,345,0
14231,4,1235.6200000000001,2011-06-09 11:05:00,66,93,0
14232,4,1573.33,2011-08-16 12:52:00,71,24,1
14233,3,959.1,2011-05-12 10:45:00,15,121,1
14235,4,2802.86,2011-07-05 10:58:00,62,67,1
14236,2,729.1,2010-12-02 18:49:00,7,281,1
14237,1,161.0,2010-12-01 13:20:00,9,282,0
14238,1,146.85,2011-01-17 14:40:00,8,235,0
14239,10,2300.5,2011-09-06 12:38:00,76,4,1
14240,2,584.0,2011-04-28 11:40:00,26,135,1
14241,1,213.70000000000002,2011-06-09 11:46:00,10,93,0
14242,2,280.55,2011-04-19 11:46:00,13,144,0
14243,14,4374.53,2011-09-05 13:10:00,149,4,1
14245,2,1693.45,2011-05-04 08:40:00,107,129,0
14246,3,1474.06,2011-08-21 11:50:00,57,20,0
14247,3,436.58,2011-03-06 15:21:00,54,187,0
14248,1,302.58,2011-01-25 14:45:00,8,227,0
14249,1,526.25,2010-10-25 12:34:00,13,320,0
14252,1,350.99,2010-11-23 13:36:00,10,290,0
14254,1,601.03,2010-10-03 11:52:00,23,342,0
14256,2,969.0600000000001,2011-03-24 13:17:00,51,169,0
14257,6,3734.85,2011-08-08 15:35:00,117,32,1
14258,10,12520.66,2011-07-11 10:12:00,63,61,1
14259,1,120.0,2011-07-21 10:44:00,5,51,0
14262,3,855.0,2011-08-24 15:04:00,42,16,1
14263,1,322.93,2010-10-12 14:09:00,16,332,0
14264,4,850.52,2011-07-08 10:20:00,32,64,0
14265,2,530.18,2011-08-22 13:32:00,31,18,0
14266,1,40.56,2010-10-07 13:32:00,1,337,0
14267,3,1516.24,2011-06-30 10:09:00,25,72,0
14269,1,295.73,2010-09-26 12:53:00,16,348,0
14270,1,492.65000000000003,2011-01-12 09:33:00,29,241,0
14271,2,214.18,2011-04-28 12:47:00,38,135,0
14272,1,132.09,2011-03-30 13:57:00,8,163,1
14273,3,450.05,2011-07-26 14:56:00,18,45,1
14275,3,813.3,2010-11-09 09:06:00,9,305,0
14276,4,1454.44,2011-09-02 09:45:00,60,8,0
14277,3,2018.41,2011-05-11 13:20:00,149,121,1
14278,1,205.83,2010-10-26 12:07:00,13,319,0
14280,1,134.04,2011-05-27 10:37:00,8,106,0
14281,1,245.15,2010-10-27 14:45:00,7,317,0
14282,13,3392.46,2011-08-22 11:03:00,64,19,1
14285,1,5.9,2011-06-16 12:36:00,1,86,1
14286,2,3288.07,2011-04-11 08:16:00,182,152,1
14287,2,83.28,2011-05-25 11:44:00,4,108,1
14288,1,426.6,2011-05-10 13:22:00,16,122,0
14289,5,832.78,2011-07-28 10:24:00,33,44,1
14290,2,1594.36,2010-12-13 10:24:00,30,271,1
14291,14,3788.33,2011-08-11 10:55:00,135,30,1
14292,7,5078.2,2011-07-17 12:18:00,78,55,1
14293,5,1336.51,2011-07-15 15:28:00,60,56,1
14294,1,375.34000000000003,2010-10-28 16:25:00,23,316,0
14295,1,866.96,2010-09-27 09:48:00,21,348,1
14296,1,288.15,2010-10-14 14:14:00,16,330,0
14297,1,232.6,2011-03-10 08:31:00,11,184,1
14298,48,51394.61,2011-09-01 14:26:00,846,8,1
14299,8,5129.68,2011-08-24 11:54:00,91,17,1
14301,2,1063.56,2011-08-14 15:33:00,18,26,0
14302,1,271.65000000000003,2010-10-05 08:10:00,7,340,0
14303,2,277.94,2010-10-28 15:37:00,21,316,0
14304,2,1053.04,2011-05-01 11:50:00,43,132,0
14305,2,1048.45,2011-08-18 06:20:00,62,23,1
14306,2,604.8000000000001,2010-11-26 10:44:00,1,288,1
14307,4,2307.89,2011-07-28 09:45:00,119,44,1
14309,8,2397.7400000000002,2011-09-07 12:50:00,85,3,1
14310,1,492.1,2010-10-03 12:34:00,22,342,0
14311,1,310.26,2011-04-11 10:14:00,20,152,0
14312,9,1740.5600000000002,2011-09-09 13:14:00,78,0,1
14314,2,229.79999999999998,2011-08-25 10:39:00,10,16,0
14315,5,1550.15,2011-08-02 13:31:00,49,38,1
14316,1,306.24,2010-10-13 16:31:00,5,331,0
14319,1,494.85,2010-10-11 13:38:00,26,333,0
14320,2,477.79,2011-05-17 09:24:00,29,116,0
14321,4,1210.84,2011-08-15 09:57:00,95,26,1
14322,2,320.5,2010-10-06 15:17:00,8,338,0
14323,2,605.0600000000001,2011-08-17 11:37:00,32,24,0
14324,1,339.8,2010-10-26 11:44:00,18,319,0
14326,1,183.85,2011-04-11 15:04:00,8,151,0
14327,3,949.61,2011-06-29 13:58:00,49,72,0
14328,1,445.05,2010-09-27 16:01:00,1,347,0
14329,6,5168.5,2011-08-23 12:18:00,227,18,1
14331,2,462.66,2011-08-07 13:17:00,27,33,0
14332,3,1196.24,2011-07-15 10:33:00,33,57,1
14334,8,2886.55,2011-09-07 10:55:00,114,3,1
14335,1,347.5,2011-09-04 13:07:00,40,5,1
14336,3,1114.39,2011-05-25 14:44:00,53,107,1
14338,2,588.22,2011-07-01 14:08:00,30,70,0
14339,2,620.27,2011-04-11 11:06:00,21,152,0
14340,1,134.7,2011-05-05 09:44:00,6,128,0
14341,10,1834.89,2011-08-01 14:05:00,81,39,1
14342,3,508.34000000000003,2011-07-25 14:35:00,11,46,1
14343,1,217.43,2010-10-14 13:05:00,45,330,0
14344,13,1680.38,2011-08-04 13:51:00,64,36,0
14346,4,1642.82,2011-08-11 09:47:00,86,30,0
14348,1,409.57,2011-03-24 16:23:00,18,169,0
14350,3,972.03,2011-03-10 14:14:00,55,183,0
14351,1,51.0,2011-06-28 11:56:00,1,74,0
14352,4,1078.96,2011-07-05 15:41:00,44,66,0
14353,3,376.5,2011-05-08 16:06:00,18,124,0
14355,2,538.9100000000001,2010-12-09 12:16:00,36,275,0
14358,2,400.06,2010-11-15 15:51:00,21,298,0
14360,1,1124.49,2011-09-06 11:58:00,71,4,1
14363,2,227.47000000000003,2010-11-02 17:01:00,8,311,0
14364,8,3717.35,2011-08-23 11:01:00,61,18,0
14365,1,310.18,2010-11-10 09:52:00,22,304,0
14367,10,5419.7,2011-07-25 09:26:00,209,47,1
14368,1,155.0,2011-01-24 09:52:00,8,229,0
14370,1,122.4,2010-09-15 10:53:00,1,360,0
14371,1,100.5,2011-02-17 16:35:00,4,204,0
14372,1,269.73,2010-09-22 16:17:00,15,352,0
14373,1,76.55,2010-12-16 15:40:00,4,267,0
14375,2,765.87,2011-06-07 13:44:00,127,94,0
14377,2,617.05,2011-06-01 13:32:00,11,100,0
14379,2,711.03,2011-02-17 15:03:00,50,204,1
14381,1,423.26,2010-09-14 16:15:00,56,360,1
14382,1,578.14,2010-11-14 16:32:00,137,299,1
14383,1,242.09,2011-06-29 10:18:00,15,73,1
14386,1,142.4,2011-02-16 09:45:00,7,206,0
14387,1,440.76,2011-08-22 14:13:00,40,18,1
14388,8,3184.98,2011-09-09 13:26:00,124,0,1
14389,2,630.34,2011-06-02 12:04:00,29,100,1
14390,8,3098.17,2011-07-18 13:35:00,166,53,1
14392,1,266.4,2010-10-03 12:56:00,14,341,0
14393,1,67.95,2011-05-05 18:16:00,5,127,0
14395,8,2504.75,2011-06-15 12:21:00,129,87,1
14396,1,110.35000000000001,2010-12-03 15:19:00,34,280,1
14397,10,1036.1200000000001,2011-09-07 09:37:00,16,3,1
14398,1,261.3,2010-11-03 13:46:00,22,310,0
14399,3,674.33,2010-11-10 13:23:00,56,303,0
14400,2,1076.22,2011-07-13 15:50:00,47,58,0
14401,11,3373.74,2011-09-05 11:51:00,88,5,1
14403,4,1475.81,2011-08-01 12:57:00,17,39,0
14404,5,1322.52,2011-08-23 11:16:00,64,18,1
14405,1,195.0,2010-11-18 11:40:00,2,296,0
14406,1,156.75,2011-08-12 16:54:00,8,28,0
14407,6,2157.73,2011-08-24 14:02:00,67,16,0
14408,6,2290.81,2011-09-06 11:29:00,59,4,1
14409,6,2523.6200000000003,2011-08-09 10:52:00,48,32,1
14410,11,2631.9,2011-09-08 15:08:00,307,1,0
14411,1,1063.0,2011-02-02 10:56:00,14,220,0
14412,1,656.16,2010-10-11 12:33:00,41,334,1
14413,2,299.02,2010-12-12 13:37:00,86,271,0
14414,8,2399.33,2011-09-09 12:09:00,99,1,0
14415,12,5960.04,2011-09-02 15:56:00,261,7,1
14417,1,524.65,2010-11-17 10:55:00,106,297,0
14418,1,150.44,2011-08-23 17:18:00,17,17,1
14419,3,509.99,2011-04-01 11:47:00,53,162,1
14420,2,795.07,2011-09-01 18:07:00,45,8,0
14421,1,455.18,2011-05-12 10:49:00,15,121,1
14422,5,3135.98,2011-06-22 15:07:00,124,79,1
14423,2,671.81,2011-05-05 15:12:00,12,127,0
14425,1,239.10000000000002,2010-10-01 10:24:00,13,344,0
14426,7,4755.69,2011-07-22 11:56:00,224,50,1
14428,2,330.62,2011-04-14 09:43:00,25,149,1
14429,1,516.28,2010-11-01 10:08:00,22,313,0
14431,3,2076.95,2011-02-10 10:40:00,50,212,0
14436,1,89.06,2011-09-02 10:13:00,9,8,0
14437,2,231.0,2010-12-09 09:27:00,12,275,0
14438,1,131.9,2011-02-06 14:56:00,9,215,0
14439,2,3441.3,2011-01-24 11:39:00,36,229,0
14440,6,2716.31,2011-01-27 10:30:00,40,226,1
14441,4,1705.58,2011-09-06 09:45:00,46,4,1
14442,4,2994.57,2011-05-19 11:36:00,79,114,0
14443,4,1654.29,2011-07-24 11:40:00,93,48,1
14446,2,492.96999999999997,2011-04-07 12:10:00,113,156,1
14447,3,1149.53,2011-05-27 14:29:00,63,105,1
14448,1,102.35000000000001,2010-12-10 17:26:00,18,273,1
14449,6,1745.07,2011-04-07 12:16:00,211,156,1
14450,6,932.36,2011-06-12 10:46:00,41,90,0
14451,4,1360.21,2011-05-29 12:35:00,125,104,1
14452,2,401.21999999999997,2011-09-07 11:32:00,66,3,1
14453,1,119.93,2011-06-02 14:15:00,22,99,0
14454,2,395.95,2010-11-28 13:26:00,41,285,0
14455,1,241.66,2010-10-03 15:48:00,46,341,0
14456,3,636.65,2011-07-31 15:00:00,220,40,1
14457,1,113.64,2011-02-02 09:39:00,4,220,0
